Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
Ed Taylor,4000,4009,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Speech,4059,4065,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Ernie McLintock,4079,4094,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Hazel Bryant,4129,4141,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
The Bed-Stuy Theatre,4143,4163,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Delano Stewart,4165,4179,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Black Vibrations,4212,4228,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Brownsville Lab,4364,4379,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
New Heritage Repertory Theatre,4381,4411,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Theatre Black,4413,4426,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Urban Arts Core,4428,4443,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
"Voices, Inc.",4445,4457,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Harlem Cultural Council,5605,5632,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the American Negro Theater,6233,6259,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
ANT,6267,6270,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Roger Furman,6323,6335,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Roger,6445,6450,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Ernie McLintock,6548,6563,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Virginia Capers,6568,6583,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Black Theatre Alliance,7303,7329,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Al Phan,7339,7346,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Alonzo Players,7369,7383,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
The Frederick Douglass Creative Arts Workshop,7385,7430,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Frank Silvera,7704,7717,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Writers Workshop,7718,7734,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
The Theatre Development Fund,7960,7988,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
The Black Theatre Alliance,8297,8323,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the AMSTERDAM NEWS,8531,8549,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Theatre Alliance,8909,8929,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Roger Furman,8985,8997,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
New Heritage Repertory,9003,9025,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
O'Neill,12034,12041,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Arthur Mitchell,12659,12674,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Ballet,12679,12685,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Alvin Ailey,12690,12701,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Roger Furman,12729,12741,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Ernie McLintock,12757,12772,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Black Theatre Alliance,12985,13011,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Theatre Alliance,15815,15835,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
SUPER FLY,16969,16978,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Ron O'Neal,16980,16994,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Lincoln Center,18374,18388,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Vinnette Carroll,18511,18527,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Lincoln Center,19556,19570,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Lincoln Center,19710,19724,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Black Theatre Alliance,19914,19940,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Harlem Cultural Council,20108,20135,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Viney Burrows,20429,20442,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Richard Wesley,21834,21848,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
James Baldwin,21869,21882,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
GATE,21912,21916,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Roger Furman,22728,22740,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Abraham Hill,22791,22803,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the white press,23045,23060,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
James Murray,23852,23864,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the AMSTERDAM NEWS,23905,23923,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Diane Weathers,23936,23950,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
NEW YORK,23959,23967,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
The Black Theatre Alliance,24494,24520,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Negro Ensemble Company,25716,25742,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Playhouse,26620,26629,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Ernie McLintock,26657,26672,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Hazel Bryant,26676,26688,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Harlem Cultural Council,27211,27238,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Joan Sandler,27432,27444,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Black Theatre Alliance,27448,27474,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Brown,27548,27553,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Institute of Afro-American Affairs,27627,27665,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
New York University,27669,27688,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
Roscoe C. Brown,27694,27709,PERSON,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the WNBC Public Affairs Department,27811,27845,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
the Institute of Afro-American Affairs,27866,27904,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
New York University,27908,27927,ORG,RG_9_8_187,"Sandler, Joan -- Executive Director of the Black Theatre Alliance","Dr. Roscoe C. Brown, Jr. and Joan Sandler discuss the fall season of Black theater in New York, as well as what goals can be met when theaters come together through collectives like the Black Theatre Alliance.",1974-10-09,Preservation,Finished
The King George Grand Lodge,1,28,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
George Sparks,178,191,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Grand Master,193,205,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
William Alston,211,225,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the WNBC Community Affairs Department,447,484,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the Institute of Afro-American Affairs,505,543,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
New York University,547,566,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Roscoe C. Brown Jr.,639,658,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the Institute of Afro-American Affairs,672,710,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
New York University,714,733,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
George Sparks,780,793,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Grandmaster,801,812,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Bill Alston,849,860,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Sparks,1062,1068,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
George,1070,1076,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the State of New York,1495,1516,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Huntington,1706,1716,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Owen Johnson,1754,1766,PERSON,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
the Black Masons,2373,2389,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
Masons,2417,2423,ORG,RG_9_8_144,"Sparks, George and William Alston -- Grand Master of the King George Grand Lodge and Publisher of the<emph render=""italic""> Long Island Courier</emph>","Dr. Roscoe C. Brown, Jr., George Sparks, and William Alston discuss the role of the Black mason.",1975-09-23,Digital Lab,Reviewed
